"","JobLevel","Age","DistanceFromHome","EducationField","Gender","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","PerformanceRating","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Attrition","mean_sal","sal_diff","comp_ratio"
"716",2,60,16,"Marketing","Male","Sales Executive","1","Single",5405,8,14,"3",10,1,2,2,2,2,0,5502.27715355805,-97.2771535580523,0.982320564587491
"717",2,30,9,"Medical","Male","Laboratory Technician","1","Divorced",3072,1,11,"3",12,4,12,9,6,10,0,5502.27715355805,-2430.27715355805,0.558314296838626
"718",2,45,4,"Life Sciences","Female","Sales Executive","1","Divorced",5006,4,11,"3",9,3,5,4,0,3,0,5502.27715355805,-496.277153558052,0.909805133455131
"719",2,29,7,"Life Sciences","Male","Healthcare Representative","4","Divorced",6623,1,11,"3",6,2,6,0,1,0,0,5502.27715355805,1120.72284644195,1.20368345962312
"720",2,30,20,"Other","Male","Manufacturing Director","1","Married",9957,0,15,"3",7,1,6,2,0,2,0,5502.27715355805,4454.72284644195,1.80961440547598
"721",2,32,7,"Marketing","Male","Sales Executive","4","Married",9204,4,12,"3",7,3,4,3,0,3,0,5502.27715355805,3701.72284644195,1.67276197529385
"722",2,51,2,"Medical","Male","Manufacturing Director","2","Divorced",5482,5,18,"3",13,3,4,1,1,2,0,5502.27715355805,-20.2771535580523,0.996314770595491
"723",2,36,14,"Life Sciences","Male","Healthcare Representative","4","Married",6586,0,17,"3",17,2,16,8,4,11,0,5502.27715355805,1083.72284644195,1.19695897102187
"724",2,40,9,"Other","Male","Laboratory Technician","3","Divorced",3975,3,11,"3",11,2,8,7,0,7,0,5502.27715355805,-1527.27715355805,0.722428167296074
"725",2,30,27,"Marketing","Male","Sales Executive","4","Divorced",5304,7,23,"4",10,2,8,7,7,7,0,5502.27715355805,-198.277153558052,0.96396452813544
"726",2,31,29,"Marketing","Female","Sales Executive","4","Married",5468,1,14,"3",13,3,12,7,5,7,0,5502.27715355805,-34.2771535580523,0.993770369503127
"727",2,32,5,"Life Sciences","Male","Manufacturing Director","4","Single",9679,8,24,"4",8,1,1,0,0,0,0,5502.27715355805,4176.72284644195,1.75908986949904
"728",2,53,13,"Medical","Female","Manufacturing Director","1","Divorced",4450,1,11,"3",5,3,4,2,1,3,0,5502.27715355805,-1052.27715355805,0.808756061501265
"729",2,34,8,"Medical","Female","Healthcare Representative","3","Single",6142,3,11,"3",10,2,5,1,4,3,0,5502.27715355805,639.722846441948,1.11626510780691
"730",2,33,29,"Medical","Female","Research Scientist","3","Single",4508,1,22,"4",14,4,13,7,3,8,1,5502.27715355805,-994.277153558052,0.819297151741057
"731",2,39,3,"Human Resources","Female","Human Resources","2","Married",6389,9,15,"3",12,3,8,3,3,6,0,5502.27715355805,886.722846441948,1.16115561279361
"732",2,34,2,"Life Sciences","Male","Manufacturing Director","3","Married",9547,1,17,"3",10,2,10,9,1,9,0,5502.27715355805,4044.72284644195,1.73509980205676
"733",2,34,2,"Marketing","Female","Sales Executive","1","Single",4538,0,12,"3",4,3,3,2,0,2,0,5502.27715355805,-964.277153558052,0.824749439796121
"734",2,35,27,"Life Sciences","Male","Sales Executive","4","Single",5813,1,18,"3",10,2,10,7,7,7,1,5502.27715355805,310.722846441948,1.05647168213637
"735",2,35,21,"Life Sciences","Female","Healthcare Representative","4","Married",4014,1,25,"4",10,2,10,6,0,7,0,5502.27715355805,-1488.27715355805,0.729516141767658
"736",2,28,5,"Medical","Male","Sales Executive","1","Single",8463,0,18,"3",6,4,5,4,1,3,0,5502.27715355805,2960.72284644195,1.53809046033375
"737",2,54,10,"Medical","Female","Manufacturing Director","1","Single",4440,6,19,"3",9,3,5,2,1,4,0,5502.27715355805,-1062.27715355805,0.806938632149577
"738",2,32,24,"Life Sciences","Male","Laboratory Technician","4","Married",5309,1,15,"3",10,2,10,8,4,7,0,5502.27715355805,-193.277153558052,0.964873242811284
"739",2,34,11,"Life Sciences","Male","Human Resources","2","Married",4490,4,11,"3",14,5,10,9,1,8,0,5502.27715355805,-1012.27715355805,0.816025778908018
"740",2,35,2,"Medical","Female","Laboratory Technician","2","Single",4425,5,11,"3",10,5,6,2,1,2,0,5502.27715355805,-1077.27715355805,0.804212488122044
"741",2,42,21,"Medical","Female","Manufacturing Director","3","Divorced",5265,2,16,"3",11,5,5,3,0,2,0,5502.27715355805,-237.277153558052,0.956876553663856
"742",2,38,2,"Life Sciences","Male","Manufacturing Director","3","Married",6553,9,14,"3",14,3,1,0,0,0,0,5502.27715355805,1050.72284644195,1.1909614541613
"743",2,27,2,"Life Sciences","Male","Sales Executive","3","Single",4478,1,11,"3",5,3,5,4,0,4,0,5502.27715355805,-1024.27715355805,0.813844863685992
"744",2,27,1,"Technical Degree","Male","Manufacturing Director","1","Married",4298,5,19,"3",6,1,2,2,2,0,0,5502.27715355805,-1204.27715355805,0.781131135355604
"745",2,49,18,"Life Sciences","Male","Manufacturing Director","4","Divorced",6804,1,15,"3",7,0,7,7,1,7,0,5502.27715355805,1301.72284644195,1.23657893088868
"746",2,44,1,"Marketing","Female","Sales Executive","3","Married",4768,7,12,"3",11,4,1,0,0,0,0,5502.27715355805,-734.277153558052,0.866550314884951
"747",2,40,19,"Medical","Male","Laboratory Technician","4","Married",2741,8,15,"3",15,2,7,2,3,7,0,5502.27715355805,-2761.27715355805,0.498157385297745
"748",2,38,29,"Medical","Male","Healthcare Representative","1","Married",6673,7,19,"3",17,2,1,0,0,0,1,5502.27715355805,1170.72284644195,1.21277060638156
"749",2,31,12,"Medical","Female","Healthcare Representative","4","Married",5855,0,11,"3",10,2,9,7,8,5,0,5502.27715355805,352.722846441948,1.06410488541346
"750",2,39,3,"Medical","Female","Sales Executive","3","Married",5238,4,18,"3",12,3,1,0,0,0,1,5502.27715355805,-264.277153558052,0.951969494414298
"751",2,32,8,"Medical","Male","Sales Executive","4","Married",6209,1,15,"3",10,4,10,7,0,8,0,5502.27715355805,706.722846441948,1.12844188446323
"752",2,40,9,"Life Sciences","Male","Healthcare Representative","4","Married",4876,9,14,"3",5,5,3,2,0,2,0,5502.27715355805,-626.277153558052,0.886178551883184
"753",2,26,8,"Technical Degree","Male","Sales Executive","1","Single",5326,6,17,"3",6,2,4,3,1,2,1,5502.27715355805,-176.277153558052,0.967962872709154
"754",2,27,1,"Marketing","Male","Sales Executive","2","Married",6349,0,13,"3",6,0,5,4,1,4,0,5502.27715355805,846.722846441948,1.15388589538686
"755",2,54,19,"Medical","Female","Manufacturing Director","1","Divorced",5485,9,11,"3",9,4,5,3,1,4,0,5502.27715355805,-17.2771535580523,0.996859999400997
"756",2,27,20,"Life Sciences","Female","Sales Executive","3","Single",9981,1,14,"3",7,2,7,7,0,7,0,5502.27715355805,4478.72284644195,1.81397623592003
"757",2,30,6,"Technical Degree","Female","Laboratory Technician","4","Married",4627,0,12,"3",10,6,9,2,6,7,0,5502.27715355805,-875.277153558052,0.840924561026147
"758",2,40,1,"Medical","Male","Sales Executive","4","Married",7457,2,22,"4",6,2,4,3,0,2,0,5502.27715355805,1954.72284644195,1.35525706755392
"759",2,29,19,"Life Sciences","Male","Sales Executive","3","Divorced",8620,1,14,"3",10,3,10,7,0,4,0,5502.27715355805,3117.72284644195,1.56662410115526
"760",2,30,26,"Marketing","Female","Sales Executive","1","Single",6696,5,15,"3",9,5,6,3,0,1,1,5502.27715355805,1193.72284644195,1.21695069389044
"761",2,26,10,"Medical","Male","Sales Executive","4","Single",4684,1,13,"3",5,4,5,3,1,2,0,5502.27715355805,-818.277153558052,0.851283908330769
"762",2,40,2,"Medical","Female","Healthcare Representative","2","Married",4244,1,24,"4",8,2,8,7,3,7,0,5502.27715355805,-1258.27715355805,0.771317016856487
"763",2,54,3,"Marketing","Female","Sales Executive","1","Married",5940,2,14,"3",16,4,6,2,0,5,0,5502.27715355805,437.722846441948,1.07955303490281
"764",2,36,5,"Life Sciences","Male","Laboratory Technician","2","Single",5914,8,16,"3",16,3,13,11,3,7,0,5502.27715355805,411.722846441948,1.07482771858842
"765",2,28,7,"Life Sciences","Male","Sales Executive","1","Single",4898,0,14,"3",5,5,4,2,1,3,0,5502.27715355805,-604.277153558052,0.890176896456898
"766",2,45,2,"Life Sciences","Female","Sales Executive","3","Married",5154,4,22,"4",10,3,8,7,5,7,0,5502.27715355805,-348.277153558052,0.936703087860116
"767",2,36,8,"Technical Degree","Male","Sales Executive","4","Divorced",5079,4,13,"3",12,3,7,7,0,7,0,5502.27715355805,-423.277153558052,0.923072367722455
"768",2,31,1,"Medical","Male","Manufacturing Director","3","Married",4345,0,12,"3",6,2,5,4,1,4,0,5502.27715355805,-1157.27715355805,0.789673053308538
"769",2,41,6,"Medical","Male","Manufacturing Director","2","Single",6032,6,15,"3",8,3,5,4,1,2,0,5502.27715355805,529.722846441948,1.09627338493834
"770",2,47,4,"Medical","Male","Sales Representative","3","Single",2976,3,19,"3",5,3,0,0,0,0,0,5502.27715355805,-2526.27715355805,0.540866975062419
"771",2,33,16,"Marketing","Female","Sales Executive","1","Single",5324,5,15,"3",6,3,3,2,0,2,1,5502.27715355805,-178.277153558052,0.967599386838817
"772",2,29,2,"Life Sciences","Male","Sales Executive","3","Married",4649,1,14,"3",4,3,4,3,0,2,0,5502.27715355805,-853.277153558052,0.844922905599861
"773",2,36,1,"Other","Female","Manufacturing Director","2","Married",5228,0,15,"3",10,2,9,7,0,5,0,5502.27715355805,-274.277153558052,0.950152065062609
"774",2,36,26,"Life Sciences","Male","Healthcare Representative","3","Married",5347,6,14,"3",10,2,3,2,0,2,0,5502.27715355805,-155.277153558052,0.971779474347699
"775",2,33,10,"Marketing","Male","Sales Executive","3","Single",5487,1,14,"3",10,2,10,4,0,9,0,5502.27715355805,-15.2771535580523,0.997223485271335
"776",2,41,1,"Marketing","Female","Sales Executive","1","Divorced",4103,0,17,"3",10,2,9,3,1,7,0,5502.27715355805,-1399.27715355805,0.745691262997683
"777",2,30,25,"Technical Degree","Female","Sales Executive","3","Married",4736,7,12,"3",4,2,2,2,2,2,0,5502.27715355805,-766.277153558052,0.860734540959548
"778",2,26,1,"Life Sciences","Male","Sales Executive","3","Married",5296,1,17,"3",8,3,8,7,7,7,0,5502.27715355805,-206.277153558052,0.962510584654089
"779",2,38,2,"Life Sciences","Female","Sales Executive","1","Divorced",6893,3,15,"3",11,3,7,7,1,7,0,5502.27715355805,1390.72284644195,1.2527540521187
"780",2,41,3,"Life Sciences","Male","Sales Executive","2","Divorced",8938,2,11,"3",14,5,5,4,0,4,0,5502.27715355805,3435.72284644195,1.62441835453894
"781",2,40,16,"Medical","Male","Laboratory Technician","3","Single",5094,6,14,"3",10,6,1,0,0,0,0,5502.27715355805,-408.277153558052,0.925798511749987
"782",2,30,2,"Medical","Female","Manufacturing Director","4","Single",6877,5,24,"4",12,4,0,0,0,0,0,5502.27715355805,1374.72284644195,1.249846165156
"783",2,57,1,"Medical","Male","Healthcare Representative","3","Married",6755,2,11,"3",15,2,3,2,1,2,0,5502.27715355805,1252.72284644195,1.2276735270654
"784",2,42,29,"Life Sciences","Male","Manufacturing Director","2","Married",4434,1,13,"3",10,3,9,8,7,8,0,5502.27715355805,-1068.27715355805,0.805848174538564
"785",2,32,26,"Marketing","Male","Sales Executive","4","Married",4465,0,18,"3",4,2,3,2,2,2,0,5502.27715355805,-1037.27715355805,0.811482205528797
"786",2,41,19,"Life Sciences","Male","Research Scientist","1","Divorced",3072,2,16,"3",17,2,1,0,0,0,0,5502.27715355805,-2430.27715355805,0.558314296838626
"787",2,40,24,"Technical Degree","Male","Research Scientist","4","Divorced",3319,1,17,"3",9,3,9,8,4,7,0,5502.27715355805,-2183.27715355805,0.603204801825325
"788",2,46,7,"Medical","Female","Manufacturing Director","3","Married",5258,2,14,"3",7,2,1,0,0,0,0,5502.27715355805,-244.277153558052,0.955604353117674
"789",2,35,1,"Medical","Female","Laboratory Technician","4","Married",5363,0,12,"3",10,0,9,7,0,0,0,5502.27715355805,-139.277153558052,0.974687361310401
"790",2,29,13,"Other","Male","Laboratory Technician","2","Married",4025,4,13,"3",10,2,4,3,0,3,0,5502.27715355805,-1477.27715355805,0.731515314054515
"791",2,43,2,"Medical","Male","Sales Executive","4","Married",7847,1,17,"3",10,3,10,9,8,8,0,5502.27715355805,2344.72284644195,1.42613681226976
"792",2,28,2,"Marketing","Female","Sales Executive","2","Married",4779,1,20,"4",8,2,8,7,7,5,0,5502.27715355805,-723.277153558052,0.868549487171808
"793",2,45,7,"Life Sciences","Male","Manufacturing Director","3","Married",6434,4,17,"3",9,1,3,2,0,2,0,5502.27715355805,931.722846441948,1.16933404487621
"794",2,40,2,"Medical","Female","Healthcare Representative","3","Divorced",6377,5,20,"4",15,0,12,11,11,8,0,5502.27715355805,874.722846441948,1.15897469757159
"795",2,44,1,"Life Sciences","Female","Human Resources","3","Single",5985,4,11,"3",10,1,2,2,0,2,0,5502.27715355805,482.722846441948,1.08773146698541
"796",2,41,7,"Medical","Female","Manufacturing Director","3","Single",5003,6,14,"3",8,6,2,2,2,1,0,5502.27715355805,-499.277153558052,0.909259904649624
"797",2,42,17,"Life Sciences","Female","Research Scientist","1","Single",6545,3,13,"3",10,1,3,2,0,2,0,5502.27715355805,1042.72284644195,1.18950751067995
"798",2,27,2,"Life Sciences","Female","Manufacturing Director","4","Married",4227,0,18,"3",4,2,3,2,2,2,0,5502.27715355805,-1275.27715355805,0.768227386958617
"799",2,49,2,"Medical","Male","Sales Executive","2","Married",5390,2,14,"3",17,3,9,6,0,8,0,5502.27715355805,-112.277153558052,0.979594420559959
"800",2,28,26,"Life Sciences","Male","Sales Executive","1","Married",4724,1,11,"3",5,0,5,3,0,4,0,5502.27715355805,-778.277153558052,0.858553625737522
"801",2,36,1,"Life Sciences","Male","Sales Executive","4","Married",6201,1,14,"3",18,1,18,14,4,11,0,5502.27715355805,698.722846441948,1.12698794098187
"802",2,32,13,"Life Sciences","Male","Sales Executive","4","Divorced",4403,2,11,"3",8,3,5,2,0,3,0,5502.27715355805,-1099.27715355805,0.80021414354833
"803",2,37,11,"Medical","Female","Healthcare Representative","2","Married",4777,5,15,"3",15,2,1,0,0,0,1,5502.27715355805,-725.277153558052,0.86818600130147
"804",2,53,1,"Medical","Female","Sales Executive","1","Single",8381,7,20,"4",18,2,14,7,8,10,0,5502.27715355805,2878.72284644195,1.52318753964991
"805",2,38,2,"Life Sciences","Male","Sales Executive","4","Married",5249,3,18,"3",13,0,8,7,7,5,0,5502.27715355805,-253.277153558052,0.953968666701155
"806",2,35,27,"Life Sciences","Male","Manufacturing Director","3","Married",6883,2,16,"3",17,3,7,7,0,7,0,5502.27715355805,1380.72284644195,1.25093662276701
"807",2,32,2,"Marketing","Male","Sales Executive","2","Married",4078,0,13,"3",4,3,3,2,1,2,0,5502.27715355805,-1424.27715355805,0.741147689618462
"808",2,35,17,"Life Sciences","Male","Sales Executive","1","Married",8966,3,15,"3",15,2,7,7,1,7,0,5502.27715355805,3463.72284644195,1.62950715672367
"809",2,29,2,"Medical","Male","Sales Executive","2","Married",6644,2,19,"3",10,2,0,0,0,0,0,5502.27715355805,1141.72284644195,1.20750006126166
"810",2,50,1,"Life Sciences","Female","Sales Executive","3","Married",6347,0,12,"3",19,3,18,7,0,13,0,5502.27715355805,844.722846441948,1.15352240951652
"811",2,25,5,"Life Sciences","Male","Healthcare Representative","1","Divorced",4000,1,12,"3",6,2,6,3,1,5,0,5502.27715355805,-1502.27715355805,0.726971740675294
"812",2,34,1,"Life Sciences","Male","Research Scientist","4","Married",5484,9,17,"3",9,3,2,2,2,1,0,5502.27715355805,-18.2771535580523,0.996678256465828
"813",2,44,29,"Other","Male","Research Scientist","4","Single",4541,1,25,"4",20,3,20,11,13,17,0,5502.27715355805,-961.277153558052,0.825294668601628
"814",2,25,3,"Other","Male","Sales Executive","1","Married",4194,1,18,"3",5,3,5,3,0,3,0,5502.27715355805,-1308.27715355805,0.762229870098046
"815",2,48,7,"Marketing","Male","Sales Executive","1","Divorced",5486,4,11,"3",15,3,2,2,2,2,0,5502.27715355805,-16.2771535580523,0.997041742336166
"816",2,28,1,"Life Sciences","Male","Sales Executive","4","Married",6834,1,12,"3",7,2,7,7,0,7,0,5502.27715355805,1331.72284644195,1.24203121894374
"817",2,37,6,"Medical","Male","Sales Executive","4","Married",6502,4,14,"3",7,5,5,4,0,1,0,5502.27715355805,999.722846441948,1.18169256446769
"818",2,25,4,"Marketing","Male","Sales Executive","1","Married",4256,1,12,"3",5,1,5,2,0,3,0,5502.27715355805,-1246.27715355805,0.773497932078513
"819",2,25,8,"Life Sciences","Male","Sales Executive","2","Married",4851,0,22,"4",4,4,3,2,1,2,0,5502.27715355805,-651.277153558052,0.881634978503963
"820",2,34,22,"Other","Male","Research Scientist","4","Married",5747,1,15,"3",16,3,15,10,6,11,0,5502.27715355805,244.722846441948,1.04447664841523
"821",2,31,5,"Technical Degree","Male","Sales Executive","3","Married",8346,1,19,"3",6,3,5,2,0,2,0,5502.27715355805,2843.72284644195,1.516826536919
"822",2,26,1,"Life Sciences","Female","Manufacturing Director","2","Divorced",6397,1,20,"4",6,6,6,5,1,4,0,5502.27715355805,894.722846441948,1.16260955627496
"823",2,25,10,"Life Sciences","Male","Sales Executive","4","Single",4950,0,14,"3",5,4,4,3,1,1,0,5502.27715355805,-552.277153558052,0.899627529085676
"824",2,56,11,"Marketing","Female","Sales Executive","1","Married",5380,4,16,"3",6,3,0,0,0,0,0,5502.27715355805,-122.277153558052,0.977776991208271
"825",2,35,28,"Life Sciences","Male","Laboratory Technician","3","Married",3407,1,17,"3",10,3,10,9,6,8,0,5502.27715355805,-2095.27715355805,0.619198180120182
"826",2,29,2,"Life Sciences","Male","Sales Executive","4","Single",4554,1,18,"3",10,3,10,7,0,9,0,5502.27715355805,-948.277153558052,0.827657326758822
"827",2,40,26,"Marketing","Male","Sales Executive","1","Married",8396,1,14,"3",8,3,7,7,7,5,0,5502.27715355805,2893.72284644195,1.52591368367744
"828",2,49,11,"Marketing","Female","Sales Executive","4","Single",4507,3,12,"3",8,1,5,1,0,4,0,5502.27715355805,-995.277153558052,0.819115408805888
"829",2,57,1,"Life Sciences","Male","Research Scientist","3","Married",4900,0,24,"4",13,2,12,9,2,8,0,5502.27715355805,-602.277153558052,0.890540382327235
"830",2,43,1,"Life Sciences","Female","Healthcare Representative","4","Married",5562,4,13,"3",12,2,5,2,2,2,0,5502.27715355805,59.7228464419477,1.010854205409
"831",2,42,12,"Marketing","Male","Sales Executive","4","Divorced",5087,3,12,"3",14,4,0,0,0,0,0,5502.27715355805,-415.277153558052,0.924526311203805
"832",2,35,18,"Medical","Male","Sales Executive","1","Married",5561,0,16,"3",6,2,5,3,0,4,0,5502.27715355805,58.7228464419477,1.01067246247383
"833",2,30,16,"Life Sciences","Male","Healthcare Representative","3","Married",5294,3,16,"3",10,3,7,0,1,7,0,5502.27715355805,-208.277153558052,0.962147098783752
"834",2,39,2,"Life Sciences","Female","Human Resources","4","Married",5204,8,11,"3",13,2,5,4,0,4,0,5502.27715355805,-298.277153558052,0.945790234618558
"835",2,46,18,"Medical","Female","Manufacturing Director","3","Divorced",4810,2,14,"3",19,5,10,7,0,8,0,5502.27715355805,-692.277153558052,0.874183518162041
"836",2,54,20,"Life Sciences","Female","Research Scientist","3","Single",4869,3,12,"3",20,4,4,3,0,3,0,5502.27715355805,-633.277153558052,0.884906351337002
"837",2,26,4,"Marketing","Male","Sales Executive","4","Single",5828,1,12,"3",8,0,8,7,7,4,1,5502.27715355805,325.722846441948,1.0591978261639
"838",2,45,8,"Other","Male","Research Scientist","4","Married",3697,9,14,"3",12,3,10,9,9,8,0,5502.27715355805,-1805.27715355805,0.671903631319141
"839",2,28,5,"Medical","Male","Sales Executive","4","Single",4908,1,14,"3",4,3,4,2,0,2,0,5502.27715355805,-594.277153558052,0.891994325808586
"840",2,32,15,"Medical","Female","Healthcare Representative","4","Divorced",6667,5,18,"3",9,6,5,1,1,2,0,5502.27715355805,1164.72284644195,1.21168014877055
"841",2,34,10,"Life Sciences","Male","Sales Executive","3","Divorced",4001,1,14,"3",15,3,15,14,0,7,0,5502.27715355805,-1501.27715355805,0.727153483610463
"842",2,24,4,"Medical","Female","Sales Executive","3","Married",4162,1,12,"3",5,3,5,4,0,3,0,5502.27715355805,-1340.27715355805,0.756414096172644
"843",2,31,1,"Life Sciences","Male","Research Scientist","1","Married",5003,1,21,"4",10,6,10,8,8,7,0,5502.27715355805,-499.277153558052,0.909259904649624
"844",2,37,5,"Medical","Male","Manufacturing Director","4","Divorced",6347,7,16,"3",8,2,6,2,0,4,0,5502.27715355805,844.722846441948,1.15352240951652
"845",2,35,18,"Life Sciences","Male","Research Scientist","1","Married",5208,1,11,"3",16,2,16,15,1,10,0,5502.27715355805,-294.277153558052,0.946517206359233
"846",2,28,16,"Medical","Male","Healthcare Representative","1","Single",5661,0,19,"3",9,2,8,3,0,7,0,5502.27715355805,158.722846441948,1.02884675599071
"847",2,31,7,"Technical Degree","Male","Sales Executive","4","Married",6929,4,11,"3",10,3,8,7,7,7,0,5502.27715355805,1426.72284644195,1.25929679778478
"848",2,47,16,"Medical","Male","Manufacturing Director","3","Divorced",5067,1,19,"3",20,3,19,10,2,7,0,5502.27715355805,-435.277153558052,0.920891452500429
"849",2,36,24,"Life Sciences","Female","Laboratory Technician","2","Married",5674,7,15,"3",11,3,9,8,0,8,0,5502.27715355805,171.722846441948,1.0312094141479
"850",2,32,7,"Life Sciences","Male","Sales Executive","3","Married",5484,1,14,"3",13,3,13,8,4,8,0,5502.27715355805,-18.2771535580523,0.996678256465828
"851",2,33,7,"Life Sciences","Male","Healthcare Representative","3","Divorced",5968,1,20,"4",9,2,9,7,2,8,0,5502.27715355805,465.722846441948,1.08464183708754
"852",2,58,1,"Life Sciences","Male","Healthcare Representative","3","Divorced",5660,2,13,"3",12,2,5,3,1,2,0,5502.27715355805,157.722846441948,1.02866501305554
"853",2,34,3,"Life Sciences","Male","Healthcare Representative","4","Single",7756,0,17,"3",7,1,6,2,0,4,0,5502.27715355805,2253.72284644195,1.4095982051694
"854",2,31,2,"Human Resources","Male","Human Resources","1","Married",6410,3,12,"3",9,1,2,2,1,0,0,5502.27715355805,907.722846441948,1.16497221443216
"855",2,40,2,"Medical","Female","Laboratory Technician","3","Married",3448,6,22,"4",20,3,1,0,0,0,0,5502.27715355805,-2054.27715355805,0.626649640462104
"856",2,45,1,"Medical","Male","Healthcare Representative","3","Single",5399,4,12,"3",12,3,4,2,0,3,0,5502.27715355805,-103.277153558052,0.981230106976478
"857",2,42,23,"Life Sciences","Male","Research Scientist","3","Single",4332,1,12,"3",20,2,20,9,3,7,0,5502.27715355805,-1170.27715355805,0.787310395151344
"858",2,53,6,"Life Sciences","Male","Laboratory Technician","4","Single",2450,2,17,"3",19,4,2,2,2,2,0,5502.27715355805,-3052.27715355805,0.445270191163618
"859",2,31,20,"Marketing","Female","Sales Executive","3","Married",6932,1,13,"3",9,2,9,8,0,0,0,5502.27715355805,1429.72284644195,1.25984202659028
"860",2,49,5,"Technical Degree","Male","Healthcare Representative","3","Married",6651,2,14,"3",20,0,3,2,1,2,0,5502.27715355805,1148.72284644195,1.20877226180785
"861",2,52,8,"Medical","Male","Research Scientist","2","Married",4941,2,15,"3",11,3,8,2,7,7,1,5502.27715355805,-561.277153558052,0.897991842669157
"862",2,40,2,"Marketing","Female","Sales Executive","2","Married",5677,3,14,"3",15,4,11,8,5,10,0,5502.27715355805,174.722846441948,1.03175464295341
"863",2,32,8,"Technical Degree","Female","Sales Executive","2","Married",5228,1,11,"3",13,2,13,12,11,9,0,5502.27715355805,-274.277153558052,0.950152065062609
"864",2,34,9,"Life Sciences","Male","Laboratory Technician","1","Married",5346,4,17,"3",11,3,7,1,0,7,1,5502.27715355805,-156.277153558052,0.971597731412531
"865",2,31,7,"Marketing","Male","Sales Executive","4","Divorced",7547,4,12,"3",13,3,7,7,1,7,0,5502.27715355805,2044.72284644195,1.37161393171911
"866",2,32,2,"Medical","Female","Research Scientist","4","Single",5055,7,16,"3",10,0,7,7,0,7,0,5502.27715355805,-447.277153558052,0.918710537278403
"867",2,48,2,"Marketing","Female","Sales Executive","4","Married",4051,2,14,"3",14,2,9,7,6,7,0,5502.27715355805,-1451.27715355805,0.736240630368904
"868",2,30,28,"Medical","Female","Research Scientist","4","Married",5775,1,13,"3",11,2,10,8,1,9,0,5502.27715355805,272.722846441948,1.04956545059996
"869",2,39,19,"Other","Male","Research Scientist","4","Divorced",3902,8,14,"3",7,2,2,2,2,2,0,5502.27715355805,-1600.27715355805,0.709160933028749
"870",2,35,1,"Marketing","Male","Sales Executive","3","Married",4717,9,11,"3",15,2,11,9,6,9,0,5502.27715355805,-785.277153558052,0.857281425191341
"871",2,38,6,"Life Sciences","Male","Manufacturing Director","3","Married",5321,2,11,"3",10,1,8,3,7,7,0,5502.27715355805,-181.277153558052,0.96705415803331
"872",2,33,10,"Marketing","Male","Sales Executive","4","Single",4682,3,14,"3",9,6,7,7,0,1,0,5502.27715355805,-820.277153558052,0.850920422460432
"873",2,29,13,"Technical Degree","Female","Sales Executive","2","Single",5765,5,11,"3",7,4,5,3,0,0,1,5502.27715355805,262.722846441948,1.04774802124827
"874",2,43,10,"Life Sciences","Female","Laboratory Technician","3","Divorced",5257,1,11,"3",9,3,9,7,0,0,0,5502.27715355805,-245.277153558052,0.955422610182505
"875",2,45,2,"Other","Male","Sales Executive","2","Married",4805,0,19,"3",9,3,8,7,3,7,0,5502.27715355805,-697.277153558052,0.873274803486197
"876",2,38,18,"Medical","Male","Healthcare Representative","4","Married",5811,3,16,"3",15,2,1,0,1,0,0,5502.27715355805,308.722846441948,1.05610819626603
"877",2,33,15,"Medical","Female","Healthcare Representative","4","Married",4878,0,13,"3",10,6,9,7,8,1,0,5502.27715355805,-624.277153558052,0.886542037753521
"878",2,32,5,"Life Sciences","Female","Research Scientist","2","Married",5878,3,12,"3",12,2,7,1,2,5,0,5502.27715355805,375.722846441948,1.06828497292234
"879",2,35,11,"Marketing","Male","Sales Executive","4","Divorced",4968,1,11,"3",5,3,5,2,0,2,0,5502.27715355805,-534.277153558052,0.902898901918715
"880",2,45,25,"Life Sciences","Female","Manufacturing Director","4","Married",5906,0,13,"3",10,2,9,8,3,8,0,5502.27715355805,403.722846441948,1.07337377510707
"881",2,55,4,"Life Sciences","Male","Healthcare Representative","3","Married",4035,0,16,"3",4,2,3,2,1,2,0,5502.27715355805,-1467.27715355805,0.733332743406203
"882",2,30,5,"Marketing","Female","Sales Executive","3","Divorced",6118,1,13,"3",10,2,10,9,1,2,0,5502.27715355805,615.722846441948,1.11190327736286
"883",2,27,8,"Marketing","Female","Sales Executive","2","Married",6214,1,18,"3",8,3,8,7,0,7,0,5502.27715355805,711.722846441948,1.12935059913907
"884",2,30,29,"Life Sciences","Male","Sales Executive","1","Divorced",4115,8,19,"3",8,3,4,3,0,3,0,5502.27715355805,-1387.27715355805,0.747872178219709
"885",2,25,8,"Other","Female","Sales Executive","3","Divorced",4907,0,22,"4",6,3,5,3,0,4,0,5502.27715355805,-595.277153558052,0.891812582873417
"886",2,31,5,"Life Sciences","Female","Sales Executive","4","Married",5476,1,11,"3",10,2,10,0,0,2,0,5502.27715355805,-26.2771535580523,0.995224312984478
"887",2,29,10,"Marketing","Female","Sales Executive","2","Divorced",8268,1,14,"3",7,2,7,7,1,7,0,5502.27715355805,2765.72284644195,1.50265058797583
"888",2,26,29,"Medical","Male","Sales Executive","1","Single",4969,8,18,"3",7,6,2,2,2,2,1,5502.27715355805,-533.277153558052,0.903080644853884
