Age,JobLevel,DistanceFromHome,EducationField,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,Attrition_txt
27,2,3,Medical,Female,Sales Executive,4,Divorced,4647,1,20,4,6,3,6,5,0,4,0,No
37,1,10,Life Sciences,Male,Research Scientist,4,Single,4680,3,17,3,4,2,1,0,0,0,0,No
50,1,28,Medical,Male,Laboratory Technician,3,Married,3221,1,11,3,20,3,20,8,3,8,0,No
34,3,9,Medical,Female,Healthcare Representative,2,Single,8621,1,14,3,9,3,8,7,7,7,0,No
24,2,3,Life Sciences,Female,Sales Executive,3,Single,4577,9,14,3,4,3,2,2,2,0,1,Yes
39,2,2,Technical Degree,Female,Healthcare Representative,3,Single,4553,1,11,3,20,4,20,7,11,10,0,No
32,2,10,Marketing,Male,Sales Executive,4,Single,5396,1,12,3,10,2,10,7,0,8,0,No
50,2,8,Technical Degree,Male,Sales Executive,3,Married,6796,3,14,3,18,4,4,3,1,3,1,Yes
38,2,1,Life Sciences,Female,Healthcare Representative,4,Single,7625,0,13,3,10,4,9,7,1,8,0,No
27,3,1,Life Sciences,Female,Manufacturing Director,1,Married,7412,1,11,3,9,3,9,7,0,7,0,No
32,3,3,Life Sciences,Female,Research Director,4,Single,11159,3,15,3,10,6,7,7,7,7,0,No
47,2,14,Marketing,Male,Sales Executive,1,Single,4960,2,12,3,20,2,7,7,1,7,0,No
40,3,5,Life Sciences,Male,Sales Executive,1,Married,10475,5,21,4,20,2,18,13,1,12,0,No
53,4,7,Life Sciences,Male,Research Director,3,Married,14814,3,19,3,32,3,5,1,1,3,0,No
41,5,10,Human Resources,Male,Manager,4,Divorced,19141,3,15,3,23,2,21,6,12,6,0,No
60,2,16,Marketing,Male,Sales Executive,1,Single,5405,8,14,3,10,1,2,2,2,2,0,No
27,3,10,Life Sciences,Male,Manufacturing Director,1,Divorced,8793,1,21,4,9,4,9,7,1,7,0,No
41,5,1,Human Resources,Male,Manager,3,Married,19189,1,12,3,22,3,22,7,2,10,0,No
50,1,8,Marketing,Male,Sales Representative,2,Married,3875,7,15,3,4,2,2,2,2,2,0,No
28,1,1,Life Sciences,Female,Research Scientist,2,Single,2216,7,13,3,10,4,7,7,3,7,1,Yes
36,3,8,Life Sciences,Female,Research Director,1,Married,11713,9,14,3,10,2,8,7,0,5,0,No
38,3,1,Life Sciences,Female,Manufacturing Director,3,Single,7861,4,14,3,10,4,1,0,0,0,0,No
44,1,24,Medical,Male,Laboratory Technician,3,Single,3708,2,14,3,9,5,5,2,1,4,0,No
47,4,3,Medical,Female,Sales Executive,3,Divorced,13770,9,12,3,28,2,22,2,11,13,0,No
30,2,27,Marketing,Male,Sales Executive,4,Divorced,5304,7,23,4,10,2,8,7,7,7,0,No
29,1,10,Life Sciences,Male,Sales Representative,3,Single,2642,1,11,3,1,6,1,0,0,0,0,No
42,1,19,Medical,Male,Research Scientist,3,Divorced,2759,6,12,3,7,2,2,2,2,2,1,Yes
43,2,15,Life Sciences,Male,Sales Executive,4,Married,6804,3,18,3,7,5,2,2,2,2,0,No
34,2,8,Medical,Female,Healthcare Representative,3,Single,6142,3,11,3,10,2,5,1,4,3,0,No
23,1,9,Medical,Male,Laboratory Technician,1,Married,2500,1,14,3,5,2,4,3,0,2,0,No
39,2,3,Human Resources,Female,Human Resources,2,Married,6389,9,15,3,12,3,8,3,3,6,0,No
56,4,9,Medical,Male,Healthcare Representative,4,Married,11103,7,11,3,30,1,10,7,1,1,0,No
40,1,2,Medical,Female,Research Scientist,4,Single,2342,0,20,4,5,2,4,2,2,3,0,No
27,2,7,Medical,Female,Healthcare Representative,1,Single,6811,8,19,3,9,2,7,6,0,7,0,No
29,1,10,Marketing,Male,Sales Representative,2,Divorced,2297,1,14,3,2,2,2,2,2,2,0,No
53,2,6,Life Sciences,Male,Laboratory Technician,4,Single,2450,2,17,3,19,4,2,2,2,2,0,No
35,2,2,Life Sciences,Female,Healthcare Representative,1,Divorced,5093,2,11,3,16,2,1,0,0,0,0,No
32,2,24,Life Sciences,Male,Laboratory Technician,4,Married,5309,1,15,3,10,2,10,8,4,7,0,No
38,1,2,Medical,Male,Research Scientist,3,Married,3057,6,13,3,6,0,1,0,0,1,0,No
34,2,8,Life Sciences,Female,Manufacturing Director,1,Divorced,5121,3,14,3,7,3,0,0,0,0,0,No
52,4,3,Marketing,Male,Manager,1,Married,16856,1,11,3,34,3,34,6,1,16,0,No
33,1,1,Other,Male,Research Scientist,4,Single,2686,1,13,3,10,2,10,9,7,8,1,Yes
25,2,26,Medical,Female,Sales Executive,4,Single,6180,1,23,4,6,5,6,5,1,4,0,No
45,2,2,Technical Degree,Male,Sales Representative,3,Single,6632,0,13,3,9,3,8,7,3,1,0,No
23,1,10,Medical,Male,Research Scientist,3,Single,3505,1,18,3,2,3,2,2,0,2,0,No
47,2,27,Life Sciences,Female,Sales Executive,3,Single,6397,4,12,3,8,2,5,4,1,3,1,Yes
34,2,2,Other,Male,Sales Executive,4,Single,6274,1,22,4,6,5,6,5,1,4,0,No
55,5,2,Medical,Male,Manager,1,Married,19859,5,13,3,24,2,5,2,1,4,1,Yes
36,3,8,Life Sciences,Male,Sales Executive,1,Single,7587,1,15,3,10,1,10,7,0,9,0,No
52,1,19,Medical,Male,Research Scientist,4,Married,4258,0,18,3,5,3,4,3,1,2,0,No
26,1,1,Life Sciences,Female,Laboratory Technician,4,Divorced,4364,3,14,3,5,2,2,2,2,0,0,No
29,2,27,Medical,Female,Healthcare Representative,3,Married,4335,4,12,3,11,3,8,7,1,1,0,No
26,2,8,Technical Degree,Male,Sales Executive,1,Single,5326,6,17,3,6,2,4,3,1,2,1,Yes
34,1,1,Life Sciences,Female,Research Scientist,4,Single,3280,2,16,3,10,2,4,2,1,3,0,No
54,2,19,Medical,Female,Manufacturing Director,1,Divorced,5485,9,11,3,9,4,5,3,1,4,0,No
27,2,8,Marketing,Male,Sales Executive,4,Married,4342,0,19,3,5,3,4,2,1,1,0,No
37,1,10,Life Sciences,Female,Research Scientist,1,Divorced,2782,0,13,3,6,3,5,3,4,3,0,No
38,2,2,Life Sciences,Female,Manufacturing Director,1,Single,5980,6,12,3,17,2,15,7,4,12,0,No
34,1,2,Medical,Female,Research Scientist,1,Single,4381,1,11,3,6,3,6,5,1,3,0,No
35,1,8,Life Sciences,Female,Sales Representative,4,Married,2572,1,16,3,3,1,3,2,0,2,0,No
30,1,1,Life Sciences,Male,Laboratory Technician,3,Married,3833,3,21,4,7,2,2,2,0,2,0,No
40,2,2,Medical,Female,Healthcare Representative,2,Married,4244,1,24,4,8,2,8,7,3,7,0,No
34,2,8,Life Sciences,Female,Sales Executive,1,Married,6500,5,17,3,6,1,3,2,1,2,0,No
42,5,8,Life Sciences,Male,Manager,4,Divorced,18430,1,13,3,24,4,24,7,14,9,0,No
23,1,6,Life Sciences,Male,Laboratory Technician,1,Married,1601,1,21,4,1,2,0,0,0,0,1,Yes
24,1,9,Life Sciences,Male,Laboratory Technician,2,Divorced,2694,1,11,3,1,4,1,0,0,0,0,No
52,2,11,Life Sciences,Female,Laboratory Technician,3,Married,3149,8,20,4,9,3,5,2,1,4,0,No
50,4,2,Medical,Male,Research Director,3,Married,17639,5,16,3,30,3,4,3,0,3,0,No
29,1,1,Life Sciences,Female,Laboratory Technician,1,Married,2319,1,11,3,1,1,1,0,0,0,1,Yes
33,3,7,Medical,Male,Research Director,3,Married,11691,0,11,3,14,3,13,9,3,7,0,No
33,2,16,Marketing,Female,Sales Executive,1,Single,5324,5,15,3,6,3,3,2,0,2,1,Yes
47,4,2,Other,Female,Manager,4,Married,16752,1,11,3,26,3,26,14,3,0,0,No
36,2,1,Other,Female,Manufacturing Director,2,Married,5228,0,15,3,10,2,9,7,0,5,0,No
29,1,23,Life Sciences,Male,Research Scientist,3,Married,2700,1,24,4,10,3,10,7,0,7,0,No
58,5,2,Life Sciences,Male,Research Director,2,Single,19246,7,12,3,40,2,31,15,13,8,1,Yes
35,1,1,Life Sciences,Female,Research Scientist,3,Single,2506,3,13,3,7,0,2,2,2,2,0,No
42,2,1,Life Sciences,Female,Manufacturing Director,4,Married,6062,9,13,3,8,4,4,3,0,2,0,No
28,1,2,Medical,Male,Research Scientist,3,Single,4382,6,17,3,5,3,2,2,2,1,1,Yes
36,1,13,Human Resources,Male,Human Resources,2,Married,2143,4,13,3,8,2,5,2,0,4,0,No
32,2,4,Life Sciences,Female,Manufacturing Director,3,Married,6162,1,12,3,14,3,14,13,6,8,0,No
40,2,16,Medical,Male,Laboratory Technician,3,Single,5094,6,14,3,10,6,1,0,0,0,0,No
30,2,2,Medical,Female,Manufacturing Director,4,Single,6877,5,24,4,12,4,0,0,0,0,0,No
45,1,2,Life Sciences,Female,Research Scientist,3,Single,2274,1,14,3,1,3,1,0,0,0,0,No
42,2,29,Life Sciences,Male,Manufacturing Director,2,Married,4434,1,13,3,10,3,9,8,7,8,0,No
38,2,12,Life Sciences,Male,Healthcare Representative,1,Divorced,6288,2,15,3,13,3,4,3,1,2,0,No
34,1,16,Life Sciences,Female,Research Scientist,4,Single,2553,1,16,3,6,3,5,2,1,3,0,No
49,3,11,Marketing,Female,Sales Executive,4,Married,7654,1,18,3,9,3,9,8,7,7,1,Yes
55,2,2,Medical,Male,Sales Executive,4,Single,5160,4,16,3,12,3,9,7,7,3,1,Yes
43,4,14,Life Sciences,Male,Research Director,1,Married,17159,6,24,4,22,3,4,1,1,0,0,No
27,3,5,Technical Degree,Male,Research Director,4,Divorced,12808,1,16,3,9,3,9,8,0,8,0,No
35,3,7,Other,Male,Manufacturing Director,3,Single,10221,3,21,4,17,3,8,5,1,6,0,No
28,2,2,Marketing,Female,Sales Executive,2,Married,4779,1,20,4,8,2,8,7,7,5,0,No
34,1,3,Human Resources,Male,Human Resources,4,Married,3737,0,19,3,4,1,3,2,0,2,0,No
26,1,5,Medical,Female,Research Scientist,3,Married,2366,1,14,3,8,2,8,7,1,7,1,Yes
27,1,3,Medical,Male,Research Scientist,4,Married,1706,1,11,3,0,6,0,0,0,0,0,No
51,4,26,Marketing,Female,Manager,3,Married,16307,2,14,3,29,2,20,6,4,17,0,No
44,2,4,Medical,Male,Healthcare Representative,2,Single,5933,9,12,3,10,2,5,2,2,3,0,No
25,1,2,Medical,Male,Research Scientist,1,Single,3424,7,13,3,6,3,4,3,0,1,0,No
33,2,1,Medical,Male,Sales Executive,1,Divorced,4037,1,22,4,9,5,9,8,0,8,0,No
35,1,27,Medical,Female,Research Scientist,1,Single,2559,1,11,3,6,3,6,5,1,1,0,No
36,2,1,Life Sciences,Male,Sales Executive,4,Married,6201,1,14,3,18,1,18,14,4,11,0,No
32,2,13,Life Sciences,Male,Sales Executive,4,Divorced,4403,2,11,3,8,3,5,2,0,3,0,No
30,1,5,Life Sciences,Male,Research Scientist,4,Divorced,3761,9,12,3,10,3,5,4,0,3,0,No
53,3,7,Marketing,Female,Sales Executive,4,Married,10934,7,18,3,35,3,5,2,0,4,0,No
45,3,9,Marketing,Male,Sales Executive,1,Divorced,10761,4,12,3,18,2,5,4,0,2,0,No
32,2,8,Medical,Female,Research Scientist,3,Married,5175,5,12,3,9,3,5,3,1,3,0,No
52,4,25,Medical,Female,Manufacturing Director,4,Married,13826,3,22,4,31,3,9,8,0,0,0,No
37,2,16,Marketing,Male,Sales Executive,3,Divorced,6334,4,19,3,9,2,1,0,0,0,0,No
28,1,8,Medical,Male,Human Resources,4,Divorced,4936,1,13,3,6,6,5,1,0,4,0,No
22,2,1,Life Sciences,Male,Manufacturing Director,4,Married,4775,6,22,4,4,2,2,2,2,2,0,No
44,1,8,Life Sciences,Male,Laboratory Technician,4,Married,2818,2,24,4,10,2,3,2,0,2,0,No
42,1,2,Medical,Male,Research Scientist,4,Single,2515,5,14,3,8,2,2,1,2,2,0,No
36,1,8,Life Sciences,Male,Human Resources,1,Married,2342,0,21,4,6,3,5,4,0,3,0,No
25,2,3,Other,Male,Sales Executive,1,Married,4194,1,18,3,5,3,5,3,0,3,0,No
35,3,9,Life Sciences,Female,Manufacturing Director,3,Married,10685,1,20,4,17,2,17,14,5,15,0,No
35,1,25,Life Sciences,Female,Research Scientist,2,Divorced,2022,1,19,3,10,3,10,2,7,8,1,Yes
32,1,1,Life Sciences,Male,Laboratory Technician,4,Divorced,2314,0,12,3,4,2,3,0,0,2,0,No
25,2,4,Marketing,Male,Sales Executive,1,Married,4256,1,12,3,5,1,5,2,0,3,0,No
49,1,1,Technical Degree,Female,Research Scientist,1,Married,3580,2,16,3,7,2,4,2,0,2,0,No
24,1,4,Life Sciences,Male,Laboratory Technician,4,Married,3162,0,17,3,6,2,5,2,3,4,0,No
32,2,5,Life Sciences,Male,Sales Executive,2,Married,6524,1,14,3,10,3,10,8,5,3,0,No
38,1,9,Marketing,Male,Sales Representative,2,Married,2899,0,19,3,3,3,2,2,1,2,0,No
42,2,3,Life Sciences,Female,Laboratory Technician,4,Married,5231,2,13,3,17,1,5,3,1,3,0,No
31,1,11,Life Sciences,Male,Research Scientist,4,Married,2356,3,19,3,8,2,6,4,0,2,0,No
29,1,1,Medical,Female,Sales Representative,3,Divorced,2800,6,19,3,5,3,3,2,0,2,1,Yes
53,4,8,Marketing,Male,Sales Executive,4,Married,11836,5,14,3,28,3,2,0,2,2,0,No
35,3,25,Technical Degree,Male,Manufacturing Director,2,Married,10903,3,16,3,16,2,13,10,4,8,0,No
37,1,21,Medical,Female,Sales Representative,4,Married,2973,5,15,3,10,3,5,4,0,0,0,No
53,4,23,Life Sciences,Female,Research Director,4,Single,14275,6,18,3,33,0,12,9,3,8,0,No
43,2,1,Life Sciences,Female,Healthcare Representative,4,Married,5562,4,13,3,12,2,5,2,2,2,0,No
47,2,2,Marketing,Female,Sales Executive,4,Married,4537,0,22,4,8,2,7,6,7,7,0,No
37,3,19,Medical,Male,Sales Executive,2,Single,7642,1,13,3,10,2,10,0,0,9,0,No
50,4,2,Life Sciences,Male,Manager,1,Divorced,17924,1,11,3,31,3,31,6,14,7,0,No
39,2,2,Life Sciences,Female,Human Resources,4,Married,5204,8,11,3,13,2,5,4,0,4,0,No
33,1,3,Human Resources,Male,Human Resources,2,Divorced,2277,3,11,3,7,4,4,3,0,3,0,No
32,1,25,Life Sciences,Male,Laboratory Technician,4,Single,2795,1,24,4,1,2,1,0,0,1,1,Yes
29,1,7,Medical,Female,Laboratory Technician,4,Divorced,2532,6,14,3,8,5,4,3,0,3,0,No
44,1,9,Life Sciences,Male,Research Scientist,1,Married,2559,1,13,3,8,0,8,7,7,1,0,No
28,2,5,Medical,Male,Sales Executive,4,Single,4908,1,14,3,4,3,4,2,0,2,0,No
58,1,2,Life Sciences,Male,Laboratory Technician,4,Divorced,2380,9,14,3,3,3,1,0,0,0,1,Yes
43,2,8,Life Sciences,Female,Manufacturing Director,2,Divorced,4765,4,21,4,4,2,1,0,0,0,0,No
20,1,2,Medical,Female,Sales Representative,3,Single,2044,1,13,3,2,3,2,2,0,2,1,Yes
21,1,18,Other,Female,Research Scientist,4,Single,2693,1,19,3,1,3,1,0,0,0,1,Yes
36,2,14,Life Sciences,Male,Healthcare Representative,4,Married,6586,0,17,3,17,2,16,8,4,11,0,No
47,1,2,Life Sciences,Female,Sales Representative,4,Single,3294,1,18,3,3,3,3,2,1,2,0,No
22,2,3,Life Sciences,Female,Manufacturing Director,3,Married,4171,0,19,3,4,3,3,2,0,2,1,Yes
41,1,2,Life Sciences,Female,Laboratory Technician,4,Divorced,2778,4,13,3,10,1,7,7,1,0,1,Yes
28,1,9,Medical,Female,Research Scientist,3,Divorced,2377,5,18,3,6,2,2,2,2,2,0,No
39,1,6,Medical,Male,Laboratory Technician,1,Married,2404,7,21,4,8,2,2,2,2,2,1,Yes
27,1,4,Life Sciences,Female,Research Scientist,3,Single,2318,1,19,3,1,2,1,1,0,0,0,No
34,1,10,Life Sciences,Male,Laboratory Technician,2,Divorced,2008,1,14,3,1,3,1,0,1,0,0,No
42,2,14,Medical,Female,Sales Executive,3,Single,6244,7,17,3,10,6,5,4,0,3,0,No
33,1,1,Other,Male,Research Scientist,1,Single,2799,3,11,3,6,1,3,2,0,2,0,No
58,3,5,Technical Degree,Female,Healthcare Representative,2,Divorced,10552,2,13,3,24,3,6,0,0,4,0,No
31,1,7,Life Sciences,Male,Sales Representative,3,Married,2329,3,15,3,13,2,7,7,5,2,0,No
35,2,21,Life Sciences,Female,Healthcare Representative,4,Married,4014,1,25,4,10,2,10,6,0,7,0,No
49,3,8,Other,Female,Laboratory Technician,2,Married,7403,4,11,3,29,3,26,9,1,7,0,No
48,1,20,Medical,Male,Research Scientist,3,Married,2259,4,17,3,13,2,0,0,0,0,0,No
31,2,20,Marketing,Female,Sales Executive,3,Married,6932,1,13,3,9,2,9,8,0,0,0,No
36,1,7,Other,Male,Research Scientist,4,Single,4678,2,18,3,8,6,6,2,0,1,0,No
38,3,1,Technical Degree,Female,Research Director,1,Married,13582,1,13,3,15,3,15,12,5,11,0,No
32,1,1,Life Sciences,Female,Laboratory Technician,2,Married,2332,6,20,4,5,3,3,0,0,2,0,No
25,1,19,Marketing,Male,Sales Representative,2,Married,2413,1,18,3,1,2,1,0,0,0,1,Yes
40,3,10,Marketing,Male,Sales Executive,2,Divorced,9705,2,12,3,11,2,1,0,0,0,0,No
26,2,1,Medical,Male,Sales Executive,1,Single,4294,1,12,3,7,2,7,7,0,7,0,No
41,1,6,Medical,Male,Laboratory Technician,1,Single,4721,2,13,3,20,3,18,13,2,17,0,No
36,1,2,Medical,Male,Laboratory Technician,3,Single,2519,4,21,4,16,6,11,8,3,9,0,No
19,1,21,Other,Male,Sales Representative,2,Single,2121,1,13,3,1,3,1,0,0,0,1,Yes
20,1,4,Technical Degree,Male,Laboratory Technician,1,Single,2973,1,19,3,1,2,1,0,0,0,1,Yes
31,2,12,Medical,Female,Healthcare Representative,4,Married,5855,0,11,3,10,2,9,7,8,5,0,No
40,1,9,Medical,Male,Research Scientist,2,Divorced,3617,8,14,3,3,2,1,1,0,0,0,No
32,2,3,Medical,Female,Manufacturing Director,1,Married,6725,1,12,3,8,2,8,7,6,3,0,No
36,3,3,Life Sciences,Male,Sales Executive,4,Married,10325,1,11,3,16,6,16,7,3,7,1,Yes
33,2,1,Life Sciences,Female,Healthcare Representative,4,Single,6949,0,14,3,6,3,5,0,1,4,0,No
37,3,1,Life Sciences,Male,Sales Executive,3,Married,10609,5,11,3,17,2,14,1,11,7,1,Yes
45,2,4,Life Sciences,Male,Laboratory Technician,2,Married,4447,1,12,3,9,5,9,7,0,8,0,No
29,1,20,Technical Degree,Female,Sales Representative,4,Married,2157,1,15,3,3,5,3,1,0,2,0,No
35,2,18,Medical,Female,Sales Executive,3,Married,4601,1,16,3,5,3,5,2,1,0,0,No
52,4,1,Life Sciences,Male,Manager,4,Married,17099,2,15,3,26,2,9,8,7,8,0,No
58,1,2,Technical Degree,Male,Research Scientist,3,Single,2479,4,24,4,7,4,1,0,0,0,1,Yes
53,4,2,Medical,Male,Manager,3,Divorced,14852,6,13,3,22,3,17,13,15,2,0,No
30,3,8,Other,Male,Sales Executive,3,Divorced,7264,5,11,3,10,2,8,4,7,7,0,No
38,2,10,Technical Degree,Female,Sales Executive,4,Single,5666,1,13,3,6,1,5,3,1,3,0,No
35,3,3,Life Sciences,Male,Sales Executive,4,Divorced,7823,6,13,3,12,2,10,9,0,8,0,No
39,3,2,Life Sciences,Male,Sales Executive,3,Single,7880,0,18,3,9,3,8,7,0,7,0,No
40,4,24,Life Sciences,Female,Sales Executive,2,Single,13194,4,16,3,22,2,1,0,0,0,1,Yes
47,2,16,Medical,Male,Manufacturing Director,3,Divorced,5067,1,19,3,20,3,19,10,2,7,0,No
36,2,8,Technical Degree,Male,Sales Executive,4,Divorced,5079,4,13,3,12,3,7,7,0,7,0,No
31,1,9,Medical,Male,Research Scientist,1,Single,2321,0,22,4,4,0,3,2,1,2,1,Yes
33,4,17,Life Sciences,Male,Manager,3,Single,17444,1,11,3,10,2,10,8,6,0,0,No
29,1,10,Life Sciences,Female,Research Scientist,1,Single,2404,6,20,4,3,5,0,0,0,0,1,Yes
33,1,13,Life Sciences,Female,Research Scientist,4,Single,3452,3,18,3,5,4,3,2,0,2,0,No
45,1,1,Medical,Female,Laboratory Technician,4,Divorced,2270,3,14,3,8,2,5,3,0,2,0,No
50,4,1,Medical,Male,Research Director,4,Divorced,17399,9,22,4,32,1,5,4,1,3,0,No
33,2,1,Other,Female,Healthcare Representative,2,Married,5488,1,13,3,6,2,6,5,1,2,0,No
41,5,9,Medical,Male,Research Director,3,Divorced,19419,2,17,3,21,2,18,16,0,11,0,No
27,1,16,Technical Degree,Female,Laboratory Technician,2,Married,2811,9,14,3,4,2,2,2,2,2,0,No
45,2,23,Life Sciences,Male,Laboratory Technician,1,Married,3633,1,15,3,9,2,9,8,0,8,0,No
47,2,4,Life Sciences,Female,Sales Executive,4,Single,4163,1,17,3,9,0,9,0,0,7,0,No
30,1,22,Life Sciences,Female,Research Scientist,3,Married,2132,4,11,3,7,2,5,2,0,1,1,Yes
50,4,24,Life Sciences,Male,Manufacturing Director,3,Married,13973,3,18,3,22,2,12,11,1,5,0,No
38,1,10,Medical,Male,Research Scientist,3,Married,2684,0,17,3,3,0,2,1,0,2,0,No
46,3,7,Medical,Male,Manufacturing Director,3,Divorced,10845,6,13,3,13,3,8,7,0,7,0,No
24,2,17,Medical,Female,Manufacturing Director,3,Divorced,4377,1,15,3,5,6,4,2,3,2,0,No
35,1,14,Other,Male,Laboratory Technician,2,Divorced,3743,1,24,4,5,2,4,2,0,2,1,Yes
31,2,1,Life Sciences,Female,Manufacturing Director,1,Married,4148,1,12,3,4,1,4,3,0,3,0,No
18,1,5,Life Sciences,Male,Research Scientist,4,Single,1051,1,15,3,0,2,0,0,0,0,0,No
54,3,17,Technical Degree,Female,Manufacturing Director,3,Married,10739,8,11,3,22,2,10,7,0,8,0,No
35,3,25,Medical,Female,Healthcare Representative,3,Divorced,10388,1,11,3,16,3,16,10,10,1,0,No
30,3,8,Life Sciences,Female,Research Director,1,Married,11416,0,12,3,9,4,8,7,1,7,0,No
20,1,11,Medical,Female,Research Scientist,1,Single,2600,1,15,3,1,2,1,0,0,0,1,Yes
30,1,5,Medical,Female,Laboratory Technician,2,Single,2422,0,17,3,4,3,3,2,1,2,1,Yes
26,2,2,Medical,Male,Manufacturing Director,4,Married,5472,1,12,3,8,2,8,7,1,3,0,No
22,1,8,Life Sciences,Male,Laboratory Technician,1,Married,2451,1,15,3,4,3,4,3,1,1,0,No
48,2,6,Life Sciences,Male,Healthcare Representative,3,Single,4240,2,13,3,19,0,2,2,2,2,0,No
48,3,4,Life Sciences,Male,Healthcare Representative,3,Single,10999,7,14,3,27,3,15,11,4,8,0,No
41,2,7,Medical,Female,Manufacturing Director,3,Single,5003,6,14,3,8,6,2,2,2,1,0,No
39,4,1,Life Sciences,Female,Manufacturing Director,4,Married,12742,1,16,3,21,3,21,6,11,8,0,No
27,2,2,Life Sciences,Female,Manufacturing Director,4,Married,4227,0,18,3,4,2,3,2,2,2,0,No
35,1,10,Other,Male,Laboratory Technician,4,Divorced,3917,1,20,4,3,4,3,2,1,2,0,No
42,5,5,Marketing,Male,Manager,3,Married,18303,6,13,3,21,3,1,0,0,0,0,No
50,1,9,Life Sciences,Male,Laboratory Technician,4,Married,2380,4,18,3,8,5,1,0,0,0,0,No
59,4,2,Life Sciences,Female,Manufacturing Director,4,Single,13726,3,13,3,30,4,5,3,4,3,0,No
37,2,11,Medical,Female,Healthcare Representative,2,Married,4777,5,15,3,15,2,1,0,0,0,1,Yes
55,2,18,Medical,Male,Healthcare Representative,2,Married,6385,3,14,3,17,3,8,7,6,7,0,No
41,5,7,Life Sciences,Female,Research Director,3,Divorced,19973,1,22,4,21,3,21,16,5,10,0,No
38,2,3,Life Sciences,Male,Sales Executive,4,Single,6861,8,12,3,19,1,1,0,0,0,0,No
26,2,29,Medical,Male,Sales Executive,1,Single,4969,8,18,3,7,6,2,2,2,2,1,Yes
52,5,2,Marketing,Female,Manager,4,Married,19845,1,15,3,33,3,32,14,6,9,1,Yes
44,4,28,Medical,Female,Sales Executive,4,Married,13320,3,18,3,23,2,12,11,11,11,0,No
50,2,1,Life Sciences,Female,Sales Executive,3,Married,6347,0,12,3,19,3,18,7,0,13,0,No
36,1,16,Life Sciences,Female,Laboratory Technician,1,Single,2743,1,16,3,18,1,17,13,15,14,1,Yes
39,3,22,Medical,Female,Manufacturing Director,1,Single,10880,1,13,3,21,2,21,6,2,8,0,No
33,1,8,Life Sciences,Female,Sales Representative,4,Single,2342,0,19,3,3,2,2,2,2,2,0,No
45,4,11,Life Sciences,Female,Manager,4,Married,17650,3,13,3,26,4,9,3,1,1,0,No
32,1,29,Medical,Female,Laboratory Technician,3,Single,4025,9,12,3,10,2,8,7,7,7,0,No
34,2,1,Marketing,Male,Sales Executive,4,Divorced,9725,0,11,3,16,2,15,1,0,9,0,No
59,3,1,Technical Degree,Male,Manager,4,Married,11904,3,14,3,14,1,6,4,0,4,0,No
45,1,24,Medical,Male,Human Resources,2,Single,2177,1,16,3,6,3,6,3,0,4,0,No
53,3,2,Marketing,Female,Sales Executive,2,Married,7525,2,12,3,30,2,15,7,6,12,0,No
36,2,15,Other,Male,Laboratory Technician,3,Divorced,4834,7,14,3,9,3,1,0,0,0,1,Yes
26,1,2,Life Sciences,Male,Research Scientist,1,Married,2042,6,14,3,6,2,3,2,1,2,1,Yes
34,1,10,Life Sciences,Female,Sales Representative,3,Married,2220,1,19,3,1,2,1,1,0,0,0,No
28,1,10,Medical,Male,Sales Representative,2,Married,1052,1,22,4,1,5,1,0,0,0,0,No
38,1,3,Other,Male,Research Scientist,3,Married,2821,3,16,3,8,2,2,2,2,2,0,No
50,5,2,Medical,Male,Research Director,3,Married,19237,2,11,3,29,2,8,1,7,7,0,No
37,2,3,Other,Female,Healthcare Representative,2,Single,4107,3,15,3,8,3,4,3,0,1,0,No
40,2,26,Marketing,Male,Sales Executive,1,Married,8396,1,14,3,8,3,7,7,7,5,0,No
26,1,1,Medical,Female,Research Scientist,3,Divorced,2007,1,13,3,5,5,5,3,1,3,0,No
46,5,1,Medical,Male,Research Director,4,Divorced,19627,9,17,3,23,0,2,2,2,2,0,No
54,3,2,Life Sciences,Female,Sales Executive,3,Married,10686,6,11,3,13,4,9,4,7,0,0,No
56,1,9,Medical,Female,Research Scientist,3,Married,2942,2,19,3,18,4,5,4,0,3,0,No
36,3,12,Medical,Female,Manufacturing Director,4,Single,8858,0,11,3,15,2,14,8,7,8,0,No
55,4,2,Medical,Male,Manager,1,Single,16756,7,15,3,31,3,9,7,6,2,0,No
43,3,25,Medical,Male,Sales Executive,4,Divorced,10798,5,13,3,18,5,1,0,0,0,0,No
20,1,9,Marketing,Female,Sales Representative,4,Single,2323,1,14,3,2,3,2,2,0,2,1,Yes
21,1,10,Life Sciences,Female,Laboratory Technician,1,Single,1416,1,13,3,1,6,1,0,1,0,1,Yes
46,2,8,Life Sciences,Female,Research Scientist,1,Divorced,4615,8,23,4,19,2,16,13,1,7,0,No
51,1,4,Life Sciences,Male,Research Scientist,3,Married,2461,9,12,3,18,2,10,0,2,7,1,Yes
28,3,24,Technical Degree,Male,Healthcare Representative,1,Single,8722,1,12,3,10,2,10,7,1,9,1,Yes
26,1,1,Medical,Male,Laboratory Technician,1,Married,3955,1,16,3,6,2,5,3,1,3,0,No
30,2,20,Other,Male,Manufacturing Director,1,Married,9957,0,15,3,7,1,6,2,0,2,0,No
